Decision,RelativePath,SizeBytes,Status
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana only metal layer type C/WEAPSwrd_Katana Only Metal Layer Type C 01_KRST.wav",2145698,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana only metal layer type C/WEAPSwrd_Katana Only Metal Layer Type C 02_KRST.wav",2122784,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana only metal layer type C/WEAPSwrd_Katana Only Metal Layer Type C 03_KRST.wav",2130878,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana only metal layer type C/WEAPSwrd_Katana Only Metal Layer Type C 04_KRST.wav",2133626,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana only metal layer type C/WEAPSwrd_Katana Only Metal Layer Type C 05_KRST.wav",2126870,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type A/WEAPSwrd_Katana Sheath Clink Type A 01_KRST.wav",1429046,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type A/WEAPSwrd_Katana Sheath Clink Type A 02_KRST.wav",1449308,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type B/WEAPSwrd_Katana Sheath Clink Type B 01_KRST.wav",1327812,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type B/WEAPSwrd_Katana Sheath Clink Type B 02_KRST.wav",1378830,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type C/WEAPSwrd_Katana Sheath Clink Type C 01_KRST.wav",1592520,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type C/WEAPSwrd_Katana Sheath Clink Type C 02_KRST.wav",1521348,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sheath Clink Type C/WEAPSwrd_Katana Sheath Clink Type C 03_KRST.wav",1592112,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 01_KRST.wav",1861210,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 02_KRST.wav",1876168,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 03_KRST.wav",1909654,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 04_KRST.wav",1894570,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 05_KRST.wav",1942628,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 06_KRST.wav",1909972,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 07_KRST.wav",2073736,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 08_KRST.wav",1968376,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Sliding Through Saya/WEAPSwrd_Katana Sliding Through Saya 09_KRST.wav",1949632,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 01_KRST.wav",2020590,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 02_KRST.wav",2074338,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 03_KRST.wav",1971216,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 04_KRST.wav",2252010,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 05_KRST.wav",2352424,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 06_KRST.wav",2415772,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 07_KRST.wav",2488356,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 08_KRST.wav",2563450,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 09_KRST.wav",2488576,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut and blood/WEAPSwrd_Katana Type A Cut And Blood 10_KRST.wav",2491768,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 01_KRST.wav",2122474,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 02_KRST.wav",1992924,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 03_KRST.wav",1924044,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 04_KRST.wav",2030694,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 05_KRST.wav",2026156,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 06_KRST.wav",2066286,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 07_KRST.wav",2194080,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 08_KRST.wav",2162730,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 09_KRST.wav",2144460,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type A cut without blood/WEAPSwrd_Katana Type A Cut Without Blood 10_KRST.wav",2313786,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut and blood/WEAPSwrd_Katana Type B Cut And Blood 01_KRST.wav",2549860,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut and blood/WEAPSwrd_Katana Type B Cut And Blood 02_KRST.wav",2455216,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut and blood/WEAPSwrd_Katana Type B Cut And Blood 03_KRST.wav",2207770,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut and blood/WEAPSwrd_Katana Type B Cut And Blood 04_KRST.wav",2701384,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut and blood/WEAPSwrd_Katana Type B Cut And Blood 05_KRST.wav",2611314,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut without blood/WEAPSwrd_Katana Type B Cut Without Blood 01_KRST.wav",2219646,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut without blood/WEAPSwrd_Katana Type B Cut Without Blood 02_KRST.wav",2265702,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut without blood/WEAPSwrd_Katana Type B Cut Without Blood 03_KRST.wav",2348974,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type B cut without blood/WEAPSwrd_Katana Type B Cut Without Blood 04_KRST.wav",2415324,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type C cut and blood/WEAPSwrd_Katana Type C Cut And Blood 01_KRST.wav",2986224,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type C cut and blood/WEAPSwrd_Katana Type C Cut And Blood 02_KRST.wav",2731302,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type C cut and blood/WEAPSwrd_Katana Type C Cut And Blood 03_KRST.wav",2718790,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type C cut without blood/WEAPSwrd_Katana Type C Cut Without Blood 01_KRST.wav",2384500,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type C cut without blood/WEAPSwrd_Katana Type C Cut Without Blood 02_KRST.wav",2730820,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 01_KRST.wav",2219286,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 02_KRST.wav",2179936,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 03_KRST.wav",2336692,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 04_KRST.wav",2240152,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 05_KRST.wav",2200606,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut and blood/WEAPSwrd_Katana Type D Cut And Blood 06_KRST.wav",2228964,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 01_KRST.wav",2223654,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 02_KRST.wav",2147238,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 03_KRST.wav",2324474,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 04_KRST.wav",2249304,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 05_KRST.wav",2202156,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana type D cut without blood/WEAPSwrd_Katana Type D Cut Without Blood 06_KRST.wav",2232474,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 01_KRST.wav",2157904,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 02_KRST.wav",1928884,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 03_KRST.wav",2048284,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 04_KRST.wav",1981930,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 05_KRST.wav",1989160,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 06_KRST.wav",1970644,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 07_KRST.wav",1919486,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 08_KRST.wav",1865974,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 09_KRST.wav",1925188,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 10_KRST.wav",1938698,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 11_KRST.wav",1920226,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 12_KRST.wav",2043814,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 13_KRST.wav",1820584,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Katana Whoosh Type A/DSGNWhsh_Katana Whoosh Type A 14_KRST.wav",2067586,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 01_KRST.wav",1464578,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 02_KRST.wav",1488680,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 03_KRST.wav",1462514,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 04_KRST.wav",1526966,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 05_KRST.wav",1344398,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 06_KRST.wav",1438400,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 07_KRST.wav",1428368,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 08_KRST.wav",1513898,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 09_KRST.wav",1469498,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 10_KRST.wav",1517822,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type A katana/SWSH_Only Whoosh Type A Katana 11_KRST.wav",1586510,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 01_KRST.wav",1741670,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 02_KRST.wav",1746064,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 03_KRST.wav",1753888,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 04_KRST.wav",1821620,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 05_KRST.wav",1818328,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 06_KRST.wav",1764470,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 07_KRST.wav",1797790,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 08_KRST.wav",1914730,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 09_KRST.wav",1805542,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 10_KRST.wav",2170534,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 11_KRST.wav",1635242,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 12_KRST.wav",1878772,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Only Whoosh Type B katana/SWSH_Only Whoosh Type B Katana 13_KRST.wav",1921142,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Sheathing Katana/WEAPSwrd_Sheathing Katana 01_KRST.wav",2044704,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Sheathing Katana/WEAPSwrd_Sheathing Katana 02_KRST.wav",2000212,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Sheathing Katana/WEAPSwrd_Sheathing Katana 03_KRST.wav",2167044,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 01_KRST.wav",1955132,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 02_KRST.wav",2036648,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 03_KRST.wav",1993178,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 04_KRST.wav",2093810,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 05_KRST.wav",2102942,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 06_KRST.wav",2048180,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 07_KRST.wav",2023118,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 08_KRST.wav",2026814,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 09_KRST.wav",2482346,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 10_KRST.wav",2090174,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 11_KRST.wav",2243624,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 12_KRST.wav",2418860,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 13_KRST.wav",2403584,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 14_KRST.wav",1902056,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 15_KRST.wav",1990790,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 16_KRST.wav",2164358,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 17_KRST.wav",2308952,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 18_KRST.wav",2257922,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 19_KRST.wav",2399954,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 20_KRST.wav",2392304,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 21_KRST.wav",2369894,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type A blood used in katana/GOREBlood_Type A Blood Used In Katana 22_KRST.wav",2341598,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 01_KRST.wav",2235488,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 02_KRST.wav",2143418,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 03_KRST.wav",1839854,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 04_KRST.wav",2136176,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 05_KRST.wav",2397464,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 06_KRST.wav",2356154,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 07_KRST.wav",2490752,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type B blood used in katana/GOREBlood_Type B Blood Used In Katana 08_KRST.wav",2738834,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 01_KRST.wav",1837058,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 02_KRST.wav",1927298,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 03_KRST.wav",1907232,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 04_KRST.wav",1968050,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 05_KRST.wav",1815758,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Katana/Type C blood used in katana/GOREBlood_Type C Blood Used In Katana 06_KRST.wav",1966778,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 01_KRST.wav",1556206,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 02_KRST.wav",1608448,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 03_KRST.wav",1626892,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 04_KRST.wav",1578184,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 05_KRST.wav",1450522,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 06_KRST.wav",1556206,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 07_KRST.wav",1808416,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 08_KRST.wav",1648222,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 09_KRST.wav",1802128,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 10_KRST.wav",1927990,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Open & Close Metal Claws/WEAPMisc_Open Close Metal Claws 11_KRST.wav",1972978,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 01_KRST.wav",1815468,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 02_KRST.wav",1859684,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 03_KRST.wav",1824848,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 04_KRST.wav",1929134,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 05_KRST.wav",1822838,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 06_KRST.wav",1883546,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 07_KRST.wav",1897016,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 08_KRST.wav",1948700,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 09_KRST.wav",1794096,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 10_KRST.wav",1758494,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 11_KRST.wav",1880324,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 12_KRST.wav",1858562,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 13_KRST.wav",1812044,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 14_KRST.wav",1792358,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 15_KRST.wav",1899420,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 16_KRST.wav",1906064,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 17_KRST.wav",1933904,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 18_KRST.wav",1861814,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Stab Metal Claws/WEAPMisc_Stab Metal Claws 19_KRST.wav",1892504,deleted
optional,"sfx/combat/general/Forged In Fury Vol 1/Metal Claws/Whoosh Metal Claws/WEAPMisc_Whoosh Metal Claws 01_KRST.wav",1621502,deleted
